date,us_10y,usd_krw,vix,inflation_exp
2020-05-31,0.002932845789619023,-0.018049929455155506,-0.0004034003084962023,0.08194965640141164
2020-06-07,0.03244701444280509,-0.0018339565825590397,0.010807849304983392,0.1390082696749596
2020-06-14,0.015691874401381936,-0.03212062479600718,-0.00274562331935158,0.0946035447975737
2020-06-21,0.054417708087275966,0.02614562638955249,0.14445978990072036,0.11365604519407498
2020-06-28,-0.028426113693130903,-0.05161458418268012,-0.007840694046753924,0.02631055790319806
2020-07-05,-0.01912403086273116,-0.057886806596798124,-0.03848236036123126,0.021922362849800266
2020-07-12,-0.021299378548865208,-0.05968687624561426,-0.03097756825547549,0.018142987814062508
2020-07-19,-0.026986809261798042,-0.06172889010740619,-0.03279430445858452,0.017189168280528976
2020-07-26,-0.007306877319861087,-0.0631025709053938,-0.04129784756587469,0.025886460541005362
2020-08-02,0.021309650470648193,-0.0584156262333272,-0.03069604183801857,0.028481182737159542
2020-08-09,0.2345283324088814,-0.02396291704317264,0.007919861293121357,0.07594389063982816
2020-08-16,0.1175384731101076,0.000975555235054344,0.042375278326362606,0.11678986288250598
2020-08-23,0.07960673440305982,-0.027107709598276415,0.01999062485418108,0.06768951459089294
2020-08-30,0.010405346460684086,-0.05944520963174,-0.012931319608178456,0.006150347731163492
2020-09-06,-0.022494655386108207,-0.06666840411191516,-0.011217984586983221,0.0003102086170838447
2020-09-13,-0.024421391492433032,-0.06709347356627404,-0.014539304254431045,-0.004266666441471898
2020-09-20,-0.009807501484683599,-0.07183791812087292,-0.02243374974226754,0.009508334262718562
2020-09-27,0.019011735423482605,-0.04149618044742965,0.0072006281729409235,0.05371298860423849
2020-10-04,0.027451943353007664,-0.05649333438836038,-0.03607902759256831,0.04004958529796568
2020-10-11,-0.018863682824157877,-0.0703750706116989,0.0028913211477629374,-0.0032234026416699635
2020-10-18,-0.011560279494733549,-0.07204736244872038,-0.014355415975223877,0.002392222821290488
2020-10-25,-0.020194099295549675,-0.06176534776663175,-0.0006497903281706386,0.004038403077429393
2020-11-01,0.022700000980330516,-0.023142220488080057,0.15682555872997908,0.02404583589748654
2020-11-08,-0.01697673804454098,-0.05618604197945388,-0.010244651802859153,-0.00016340248941560276
2020-11-15,0.06936430587076757,0.06459222320721893,0.07951166803708475,0.07987763950281078
2020-11-22,0.005740138392357039,-0.055154305850155655,-0.013029583560055472,0.011789583970676176
2020-11-29,0.004153054697744665,-0.06092236126634816,-0.013613889348271187,0.0035623618176032325
2020-12-06,0.0028036797619279243,0.07179896323803404,-0.013671597033171565,0.01016479314494063
2020-12-13,0.0015160408716474194,0.2111754968985042,-0.01658784715749789,0.006325487766589504
2020-12-20,-0.010264724006265168,0.04541819766382105,-0.027533334413237753,-0.005357638392597437
2020-12-27,0.01676652726746397,-0.058079305801802546,-0.0070881943446875085,0.009163473316293675
2021-01-03,0.030449443548714043,0.12151958744529111,-0.0054022225370135854,0.028112362413812663
2021-01-10,0.05241597388885566,0.3289384849037742,0.061950419729037094,0.056124308520156777
2021-01-17,0.04268514013238019,0.13469278463300724,0.0021533340349560604,0.04556458599603502
2021-01-24,0.040677153957949484,0.12796354865509785,0.0025763199685752626,0.05721215539997502
2021-01-31,-0.0007983343677187804,-0.04452888888925372,0.005630278857352095,0.017126111969337218
2021-02-07,0.03686173693400633,-0.017766595363282248,0.013407431774539872,0.030926598825317342
2021-02-14,0.010496666217950406,-0.031366943797911516,-0.015874583855620586,-0.04482597324822564
2021-02-21,6.326328380964696e-05,-0.04365937453141669,-0.0179215977009153,-0.036053125703765544
2021-02-28,-0.009511875936586875,-0.04139604155992856,-0.0024992358933377547,0.021336319815964087
2021-03-07,-0.00395284799647925,-0.04476159703714075,-0.004871180261034169,-0.04473520958003064
2021-03-14,0.0013122214540635469,-0.05200750001633423,-0.01809111144619237,-0.03628444544512604
2021-03-21,-0.006621806379043847,-0.056896388215754996,-0.012001945193333086,-0.022050694818099147
2021-03-28,-0.00862673722418549,-0.06807756847629207,-0.017377292403616594,-0.004822569513853523
2021-04-04,0.018216736957547254,-0.024934094775526317,0.013534514955535997,0.016612015427017467
2021-04-11,-0.009486389537414652,-0.046095276746418674,-0.029103056140593254,-0.012886111355182948
2021-04-18,-0.012059584409580566,-0.05245624926610617,-0.030171250614366728,-0.01488375014916528
2021-04-25,-0.010507362286589342,-0.05409555453719804,-0.02875222277114517,-0.015215694815706228
2021-05-02,-0.00924979257841187,-0.05654604137598653,-0.031969375651315204,-0.008805624887609156
2021-05-09,-0.014450626234392985,-0.055209374302139624,-0.027689514573357884,-0.010554652799692121
2021-05-16,0.010170833719748772,-0.016408607784615014,0.008101250900654122,0.03156569676073559
2021-05-23,-0.007602362005709438,-0.05901027656582301,-0.014764445037217229,0.0008062504666304449
2021-05-30,-0.012538403875369112,-0.052827290913337495,-0.03472270913043758,-0.009482430476273293
2021-06-06,-0.01028729262194247,-0.05258909688956919,-0.03373437577734876,-0.009960069447261048
2021-06-13,-0.009495140149956569,-0.05078333277313504,-0.030181944987125463,-0.015110416798052029
2021-06-20,-0.009695973419293296,-0.06688597164778912,-0.019048472558279173,0.0007262499075295636
2021-06-27,-0.01007645942918316,-0.06952951388913789,-0.021609375176703905,-0.006688819407354458
2021-07-04,-0.006147084302720032,-0.06473249956492509,-0.020954722201277035,-0.007736527889719582
2021-07-11,-0.006073125732582412,-0.06129076409779373,-0.02313854194006126,-0.01540173628454795
2021-07-18,-0.007862362096711878,-0.06754541649614111,-0.027845972735012766,-0.010317083482223098
2021-07-25,-0.00048090345953824,-0.06329562485880161,-0.016980486557949915,-0.02714715345464356
2021-08-01,-0.00130000071694667,-0.064004305031267,-0.026025556195163516,-0.0032409718332928605
2021-08-08,-0.004297223011817551,-0.06602666639868403,-0.028875139457522892,-0.006371805359667633
2021-08-15,0.02582166756517836,-0.04476277622612543,0.006401390229148092,0.017968890210759127
2021-08-22,0.0020526380483352116,-0.07854347187603708,-0.01144347336019564,-0.0171365281274484
2021-08-29,-0.0004684728162828833,-0.07053861093416344,-0.027670972760970473,-0.007892778008972527
2021-09-05,0.0026688190264394507,-0.06642868029979582,-0.02314006979293481,-0.009670902841317002
2021-09-12,-0.0036660424927686106,-0.06883812480504276,-0.021787153219047468,-0.007279513712637709
2021-09-19,0.0016378464826993877,-0.07547881896251056,-0.02336132032520254,-0.010368541678908515
2021-09-26,-0.008330487236671616,-0.07420812477699655,-0.021712431040941737,-0.004319791976449779
2021-10-03,-0.0007166677920031361,-0.0752295829544164,-0.01620055634281016,-0.007924027605040464
2021-10-10,0.05467784560940345,0.021900345811664012,0.060909511770660174,0.09794145657942863
2021-10-17,0.007198262909369078,-0.06227173621256952,-0.03514826473852736,-0.005849096975289285
2021-10-24,-0.007750972831490799,-0.061908333427345495,-0.03088361173591693,-0.001027916289967834
2021-10-31,-0.00554694512502465,-0.06332638885825873,-0.029804167374240933,0.0006066671419102932
2021-11-07,-0.0024336119153304026,-0.06766013891479815,-0.026156389249008496,0.00017930588888702913
2021-11-14,-0.005458959128591232,-0.06853479168959893,-0.03399576468917075,-0.0035813192629575497
2021-11-21,-0.007495486739426269,-0.06474451394373318,-0.03322020915846224,-0.003110624718319741
2021-11-28,0.020700625758618117,-0.0409529842165648,0.014530487105366774,0.03565104416898976
2021-12-05,0.01783409759576898,-0.0230238174139231,0.05019951760979893,0.016919376362202455
2021-12-12,0.00022694338804285508,-0.07551611071212391,-0.014372361697242013,0.004090694600381539
2021-12-19,-0.00045326492392632644,-0.07321090229663241,-0.01874020920455223,-0.005666458129853709
2021-12-26,0.00731965178878454,-0.06561145829102316,-0.016880487098678714,0.007101458116012509
2022-01-02,-0.00136819508355984,-0.06461041670008853,-0.03642375092218572,-0.004168471813682117
2022-01-09,-0.00973597258074733,-0.05725847262212483,-0.02127722269455262,-0.010299166728727868
2022-01-16,-0.0033066668437822955,-0.0466262506655039,-0.018514583932774258,0.00037666668620659036
2022-01-23,-0.007426250575153972,-0.05580666669615311,-0.020570139505070983,-0.007267777556480723
2022-01-30,0.008252500635426258,-0.02397749847790692,0.04063014215535077,0.011524028789135627
2022-02-06,-0.012699861721121124,-0.056699583500158045,-0.028637500865661424,-0.00903388875827659
2022-02-13,-0.014200486698318854,-0.051082430603491956,-0.024627292447403307,-0.005160624885102152
2022-02-20,-0.017776320190023398,-0.040917152624970185,0.0047821539975120685,-0.007659514189363108
2022-02-27,0.0015020836500480072,-0.016832776002192986,0.04419403115047316,0.011815834384105984
2022-03-06,-0.006469028076026007,-0.04293083305288747,0.004459723608379136,-0.01238069495630043
2022-03-13,0.006803402196528623,-0.0194135422391264,0.08461937344669422,0.005336596222186927
2022-03-20,-0.0001976385798479896,-0.025546526688340235,0.06455167077830992,0.0036216669232817366
2022-03-27,-0.017194097952451557,-0.05924743069823307,-0.01617312545393361,-0.012956180584296817
2022-04-03,-0.01642909782269271,-0.05652631950018985,-0.01915993115864694,-0.013288819645968033
2022-04-10,-0.018726945202506614,-0.057319166716042674,-0.015091528082484729,-0.01018319441434869
2022-04-17,-0.018015348096814706,-0.05512187540087325,-0.0239861809820286,-0.010030763947652304
2022-04-24,-0.013851945325586711,-0.05485597259881615,-0.024181806039850925,-0.00984777785546612
2022-05-01,-0.014431945307442219,-0.06062194496371376,-0.002158471365619334,-0.02085847314010607
2022-05-08,-0.01568986202342785,-0.0632194450107636,-0.0038551380060380326,-0.02330638980602089
2022-05-15,-0.015298750887232017,-0.06342555616720347,-0.005359721388740582,-0.025236806622342556
2022-05-22,-0.016055139863456133,-0.06419611171768339,-0.0031437489388918037,-0.023925834334804677
2022-05-29,-0.014216528604592896,-0.06107416709550307,0.012964029596987529,-0.024994167555996684
2022-06-05,0.004907498985121492,-0.019561667612433668,0.0367074994827999,0.03187583260703832
2022-06-12,-0.013494306398570188,-0.060872361627334615,-0.011135000136637246,-0.007069167055669822
2022-06-19,-0.014933403709655978,-0.06281659784544899,0.00015895915959845296,-0.022979792669430024
2022-06-26,-0.015559584281072602,-0.06389472286566161,-0.005835971382257412,-0.02228055632782343
2022-07-03,0.0007115972936298931,-0.03678937383934681,0.05913562889734749,0.007371320229285629
2022-07-10,0.00576152808193001,-0.0434322209066886,0.03203430815556203,0.0070655561018065785
2022-07-17,-0.006058889352570987,-0.062113194354751614,-0.01127208312493167,-0.0141266670760524
2022-07-24,-0.00793798661827168,-0.06296201407079934,-0.02272006999482983,-0.012950763920161989
2022-07-31,-0.013698195094548282,-0.06085416680049093,-0.024223056251357775,-0.011795416774402838
2022-08-07,-0.015327292379515712,-0.06630090312704852,-0.01685520881874254,-0.010587430652449256
2022-08-14,-0.014225903363039834,-0.06438743077269464,-0.0149353479394631,0.010977846471796511
2022-08-21,-0.012610625496745343,-0.06435965306984144,-0.0019195148472499568,-0.005431041961637675
2022-08-28,-0.008707014503379469,-0.06892007009977533,-0.01913270861230558,-0.009561041603737976
2022-09-04,-0.008697570141521282,-0.06824187570862705,-0.00906437499957974,-0.013317014220519922
2022-09-11,-0.0042653475794941186,-0.05371229183678224,-0.026541319871976155,-0.024051876086741687
2022-09-18,-0.0018707642912340816,-0.04986687474338396,-0.013806180395185948,-0.03077701481997792
2022-09-25,-0.005325209082002402,-0.04651743036069092,0.026867155040890794,-0.022595347632304766
2022-10-02,0.005506319333362626,0.042774096383727735,-0.04026951467349136,-0.048581737275162594
2022-10-09,1.2360809923848137e-05,-0.026145277510149754,-0.006420138231915189,-0.05101777951742406
2022-10-16,0.0401397923258628,0.0520572905256995,-0.050887292913612325,-0.006880625487829093
2022-10-23,-0.0031613175837264863,0.027222986365377438,-0.06009118110006966,-0.0005413198210590054
2022-10-30,0.06948277979572595,0.1368249995403312,-0.016511942418219405,-0.0013666663946059999
2022-11-06,0.011270070291575394,-0.03276784741625306,-0.019579236392164603,-0.027493820495074033
2022-11-13,0.03735270873090485,-0.070457013632913,-0.019969792249030435,-0.028746737278270304
2022-11-20,-0.005413056230609072,-0.05305027805203281,-0.027475417509194813,-0.012632083581993357
2022-11-27,-0.0035476395570731255,-0.07330722219136078,-0.025445556397826294,-0.008270416817904334
2022-12-04,-0.0067738200757594316,-0.06769076366625086,-0.020408264597717787,-0.011447986337079783
2022-12-11,-0.007414653486630413,-0.06766201370861381,-0.020671875769621692,-0.01282229191972874
2022-12-18,-0.005998333827446914,-0.04850027822605625,-0.017715417044018977,-0.04035680646586116
2022-12-25,-0.0059547921033663445,-0.05085381996759679,-0.016455347650626208,-0.040306875894893894
2023-01-01,-0.006812847684632289,-0.05011131981336803,-0.018096875587070828,-0.03688312583602965
2023-01-08,-0.005403194888058352,-0.049228194854295,-0.01901125047574169,-0.03867819542290817
2023-01-15,-0.002686736382529489,-0.036744097608534504,-0.0018197923778643598,-0.04940354261103494
2023-01-22,-0.0017539586828934262,-0.04275909777672496,-0.010279931206459878,-0.032361181146770834
2023-01-29,0.027329791690790445,-0.012728540645111934,0.046175348295582806,0.04865257055826078
2023-02-05,0.00023645814340852666,-0.03405479201290291,0.0008510419332742458,-0.03835354292517877
2023-02-12,-0.005184584015296423,-0.06938444428800722,-0.01906291741943278,-0.008938889039927744
2023-02-19,-0.0037288198742317035,-0.07048437507699418,-0.02078409798501525,-0.01190687503432855
2023-02-26,-0.0003340975587343564,-0.06690284742093354,-0.025523264919174834,-0.011810625190119026
2023-03-05,0.05781916619002004,-0.0328883342530753,0.020020692712496384,0.027227637498654075
2023-03-12,0.008348402899791836,-0.06709118066675729,-0.021570070242669315,-0.017007986461831024
2023-03-19,-0.0073070144232769965,-0.04651451426820131,-0.015883958443810117,-0.03986534824987757
2023-03-26,-0.005863750396310934,-0.04879069486254593,-0.01213722255655739,-0.04177916761829693
2023-04-02,-0.006151111793224117,-0.07087611105082033,-0.020955834165870327,-0.010004444604346645
2023-04-09,-0.0052875002352811866,-0.0419352780906047,-0.011092361051269109,-0.037922361996315886
2023-04-16,0.014321736923302525,-0.01798062349385873,0.014868821016789298,0.005885903937305557
2023-04-23,-0.00608673651891877,-0.05378604214572988,-0.016289097021362976,-0.01440895828374778
2023-04-30,-0.006768819632488885,-0.04601326478077681,-0.019883819465831037,-0.037654931489814775
2023-05-07,-0.0046336113804863995,-0.04696819516684627,-0.010622638916393043,-0.041679723292691054
2023-05-14,-0.007344583548838273,-0.040045556429031424,-0.018739722318860005,-0.04044097316327679
2023-05-21,-0.0059081946897640595,-0.04237736200193467,-0.0188968055992882,-0.0398884732282022
2023-05-28,-0.00314020848745713,-0.04487145893370325,-0.015408402874600142,-0.03798409811264719
2023-06-04,-0.004746944781581988,-0.0477865286389715,-0.016154861173272365,-0.028882500634208556
2023-06-11,-0.0037020140794629696,-0.048128264782571935,-0.011458680267023737,-0.048281876504115646
2023-06-18,-0.005467083506737254,-0.04525166741936118,-0.0079466661457991,-0.04790541827649577
2023-06-25,-0.0026415278305648828,-0.04887930648830661,-0.01026944422577799,-0.04578055705285806
2023-07-02,-0.00427458341451711,-0.045697084149651346,-0.006325971868936904,-0.045273195876870884
2023-07-09,0.02442486158462998,-0.04763000081969949,-0.012310971762999542,-0.05130472415992699
2023-07-16,-0.0023104861257161246,-0.04866632038487296,-0.012641735866491217,-0.04145229312969605
2023-07-23,-0.004214444723256747,-0.05417972284863936,-0.009591249648947269,-0.033585417771100766
2023-07-30,0.04639875169530569,-0.04266388797936088,0.0259754184501071,0.014718890340664075
2023-08-06,0.021558334039582405,-0.06178902823856333,-0.023813611066216253,-0.012526527818845352
2023-08-13,0.018323472723932355,-0.05724152823691839,-0.02435319436561258,-0.017549583626532694
2023-08-20,0.007156528536215774,-0.06861444550384477,-0.02322819481123588,-0.022884722941889778
2023-08-27,-0.012861249837296782,-0.04645444561683689,-0.021641944822113145,-0.025613195056212134
2023-09-03,-0.000998749366190168,-0.03763250106254418,-0.01521138874180906,-0.037478195610965485
2023-09-10,0.0004277784560690634,-0.05384277881363232,-0.014380138687920407,-0.018275694692565594
2023-09-17,-0.013890485875090236,-0.03365979274320125,-0.007031735786513309,-0.02323881976742996
2023-09-24,-0.017985416548253853,-0.0235008345793176,-0.019465833479625872,-0.02561875032442913
2023-10-01,0.0014781951294571627,-0.04952000126271741,-0.02162583370336506,-0.023903194972372147
2023-10-08,0.09188798835515627,0.009047708781145048,0.015449930882678018,0.03804354247127776
2023-10-15,0.025850834866432706,-0.04584458448196529,-0.022176389327214566,-0.02273402842984069
2023-10-22,0.04261652979577775,-0.03185250039903622,-0.019118472888148972,-0.035383056476857744
2023-10-29,0.06349139236132033,-0.027015971683722453,0.015029028473072685,-0.012408610884958761
2023-11-05,0.025736250985646622,-0.04625250113676884,-0.02695680637836631,-0.03343111193556979
2023-11-12,0.08796493461828504,0.007032987573766149,0.03175048848243023,0.015680765355500625
2023-11-19,-0.014952569495435455,-0.025796458685290416,-0.018096180574866595,-0.021058958757130312
2023-11-26,-0.013795763888119837,-0.02775840330403298,-0.018874375349259936,-0.03364229283164605
2023-12-03,-0.00012597159999131691,-0.029187222811597167,-0.020760694770942792,-0.04424694608227583
2023-12-10,0.006412848154213862,-0.03817243135767057,-0.014209652748613735,-0.03560159825436131
2023-12-17,0.03967486294161063,-0.03219416616331728,0.0451738919026684,-0.021725416620392936
2023-12-24,0.001482430662799743,-0.04692479255521903,-0.0067164583095291166,-0.04941201570378326
2023-12-31,-0.017271042121356005,-0.05228229275315243,-0.01806659712907276,0.014299097345283372
2024-01-07,0.03122458404090139,-0.045326528588993824,-0.010943888670808519,-0.057775002144189784
2024-01-14,0.042600973121298014,-0.03473750059711165,-0.004572222043570946,-0.04861208522917877
2024-01-21,0.017929583809382164,-0.062432778325819525,0.008114305894923745,-0.0144319449399336
2024-01-28,-0.004217499420701642,-0.04927277886796219,-0.00810708328608598,-0.018973472485522506
2024-02-04,0.10079062714372412,0.05035506890118995,0.06980007069265412,0.01673340171066229
2024-02-11,0.026531041867056047,0.00207256802743359,0.03345340249528817,0.0026221508176240606
2024-02-18,-0.0029921518763148924,-0.03113854207455006,-0.008239652178017422,-0.012200486175715923
2024-02-25,0.03269486373465043,-0.015921110328563373,0.017285140665189828,0.014370279009744991
2024-03-03,-0.017754860923232627,-0.037304722880508054,-0.009114860760528245,-0.01339638896388351
2024-03-10,-0.004399652279607836,-0.05001812618371332,-0.009996735637978418,-0.02190631985737127
2024-03-17,0.02623611326001992,-0.016179304409524774,0.012908057238528272,0.0017143063664843794
2024-03-24,0.007263821058149916,-0.01534576317309984,0.013121876389341196,0.010389237275740015
2024-03-31,-0.0028694438104867005,-0.06719888990402978,-0.012260972167277942,-0.007991527668054913
2024-04-07,-0.017529583397335954,-0.04206638998512062,-0.004637777205934981,-0.01733708363826736
2024-04-14,-0.027864653530268697,-0.03621201473033579,-0.018697152879831265,-0.025130347845552025
2024-04-21,0.008734236868622246,-0.04622965386704891,-0.015339514195147785,-0.04540257080516312
2024-04-28,-0.00013555529345467222,-0.050999445644265506,-0.0115574999126693,-0.03687833447016601
2024-05-05,0.008766320154172717,-0.04744895976044063,0.003055209266676684,-0.030610070021502907
2024-05-12,-0.031060000502548063,-0.030626945051408255,-0.01868125018219871,-0.02220263958486612
2024-05-19,-0.03116930607924587,-0.029576806032200694,-0.019796111386895063,-0.023361945193901192
2024-05-26,-0.029096042121527717,-0.029565764250874052,0.006256737085859641,-0.013499097512831213
2024-06-02,-0.03011166732721904,-0.03671819537252304,-0.008143610757761053,-0.03259736207633978
2024-06-09,-0.025825208674941678,-0.027627014399986365,-0.020178263971611158,-0.018607014540830278
2024-06-16,-0.017643611162784508,-0.024236806075205095,0.004782084210091853,-0.047972501921467486
2024-06-23,-0.009707569297170267,-0.031369375629510615,-0.009461041451140772,-0.05653284945750783
2024-06-30,-0.01152999973623082,-0.014836249939835398,-0.006811388666392304,-0.045893196287215686
2024-07-07,-0.004927985287722549,0.0025204873495385982,0.04452410006939317,-0.014687430512203718
2024-07-14,-0.010157152563988348,-0.035782847960072105,-0.010115208089991938,-0.052515626917229385
2024-07-21,-0.0035920133484614782,-0.0402772922458098,-0.007343957658740692,-0.037357570533058604
2024-07-28,0.0005655560501327272,-0.048481111797882476,-0.01603180570069526,-0.03562347326078452
2024-08-04,0.027273611788550624,-0.042533889033365996,-0.018366111350769643,-0.06327777995145879
2024-08-11,0.07913166949270817,0.07010375456949987,0.09091917226345686,0.1747745907173521
2024-08-18,-0.020589028717731706,-0.010954443406444626,-0.025036944989697076,0.03500958541982982
2024-08-25,-0.025508820480681607,-0.05571437622522353,-0.023081319872289896,0.003233680981429643
2024-09-01,-0.02023715351111605,-0.03961840425341506,-0.02094215291632281,0.03522687481403409
2024-09-08,-0.014373334313277156,-0.06164416758045263,-0.015991945207861135,0.012188612274912884
2024-09-15,0.002536944529856555,-0.024947221297115903,-0.005034443814365659,0.05887389224546496
2024-09-22,0.024837082043886766,0.03416485830843158,0.017558610562991815,0.13836860851632082
2024-09-29,-0.0007472909810894634,-0.022951874643185873,0.0020582649627613136,0.05382007181375229
2024-10-06,-0.0025142362958285955,-0.038917431372537975,-0.013938680696373922,-0.038617153746454275
2024-10-13,0.023425486032283515,-0.07666534710784617,-0.02595632045151433,-0.0207079870007874
2024-10-20,0.028373403003934074,-0.06125715218942787,-0.01980534824571805,-0.025548403710999992
2024-10-27,0.0014249312066385755,-0.05679215342002863,-0.016030625192433944,-0.019839653500166605
2024-11-03,0.013934099171019626,-0.03869423666779767,-0.025243820144678467,-0.019233542300062256
2024-11-10,-0.010528957892383915,-0.04044020911351254,-0.014083125045872294,-0.020851875649459544
2024-11-17,-0.0011283327645651299,0.002059445829509059,0.023275140983023447,-0.01944375008410134
2024-11-24,-0.01716173623331997,-0.03274048633065831,-0.007715208543813788,-0.03412007041821198
2024-12-01,-0.006127916369441664,-0.0330715281310404,-0.007249027216894319,-0.04712236278806813
2024-12-08,0.009027362696942874,0.02001277981835301,0.01817222384197521,-0.03178319519211072
2024-12-15,-0.08044354261626722,0.0640628486618516,-0.01621548546034319,-0.011974653521028812
2024-12-22,-0.19987319439031126,0.13487027801151272,0.004883194030117011,-0.0014511114046763397
2024-12-29,-0.11780507106050209,0.12752479016533472,-0.0038809023665817223,0.014590347632038174
2025-01-05,-0.1784377091829083,0.1605167344257643,-0.027412569423686365,0.012762707438523648
2025-01-12,-0.16527458492608274,0.1138720823013864,-0.02522027810315194,0.0010519447590922938
2025-01-19,-0.132915627129114,0.14656562440177368,-0.019173680744788726,0.021952847513530285
2025-01-26,-0.09105541780096246,0.11961222090460069,-0.018288332925803844,0.00816069411674107
2025-02-02,0.023316871285933304,0.37798631501318597,0.06154451373004122,0.08258145797488396
2025-02-09,-0.17098673907923512,0.16981757085508434,-0.016320347335276892,0.006918680332237272
2025-02-16,-0.16441715506342006,0.14922576522250894,-0.02154062474539387,-0.003838819606753532
2025-02-23,-0.14464972377114463,0.11087111168220871,-0.01379652739589801,-0.00899569497392804
2025-03-02,-0.14606277343606053,0.19063764101229025,0.007818472590806778,0.011035834462163621
2025-03-09,-0.19129993085989555,0.1772663206920697,-0.022788958656747127,0.01125173634813109
2025-03-16,-0.1842806945581833,0.17491736018237133,-0.02660458380487398,-0.0016029174021969083
2025-03-23,-0.17467458251659992,0.18472583355687675,-0.0040172222843102645,0.009395138587860856
2025-03-30,-0.18522159768617713,0.13967562376383286,-0.017366875160005294,0.00934201430718531
2025-04-06,-0.055849371812073514,0.1422408990704571,-0.03527798586124845,-0.014684375773649663
2025-04-13,-0.033481940649289756,0.1193730595674424,0.13502736357717368,-0.02798930575037957
2025-04-20,-0.00640187466990028,-0.017451042296233937,-0.0009350685291428817,-0.05178284907728084
2025-04-27,-0.052905277349855166,0.03837833271762065,-0.020859860835189467,-0.041184029162759546
2025-05-04,0.0071815285002230665,0.0005804172001808183,-0.01884541707193421,-0.0512373629296053
2025-05-11,-0.014406874641717877,-0.031064792279721587,-0.01913506995428179,-0.04596409889607458
2025-05-18,-0.01929256942225038,-0.020450485904584637,-0.0188100696636684,-0.03535104285554553
2025-05-25,-0.02003416645435209,-0.04274222316984378,-0.0061380562245904,-0.03390639001787349
2025-06-01,-0.02048868041514652,-0.039221320076685516,-0.018630625525693178,-0.030230209648507297
2025-06-08,0.03606833470650599,0.016420556307857624,0.025990417292632628,0.02594986165786395
2025-06-15,-0.008934235962951788,-0.020839791912731016,-0.013301736083594733,-0.03316173718951177
2025-06-22,-0.008087360397476005,-0.028029305940654014,-0.022525695047806948,-0.018261806322116172
2025-06-29,0.038293474995807625,0.004684862649955903,0.007047501227352768,0.0037366676503734196
2025-07-06,0.06959215711365686,0.02726173877919791,0.02533979388877924,0.03190215508111578
2025-07-13,-0.015425833370827605,-0.04167402866049088,-0.013729583562308108,-0.03774139018212736
2025-07-20,-0.022867986651035607,-0.03320256990009511,-0.01667312508339819,-0.03282715390247176
2025-07-27,-0.02760618122330925,-0.03948951469079475,-0.011710347063999507,-0.030764792677873628
2025-08-03,-0.023106180986869732,-0.035162570138127194,-0.018361041818861848,-0.0349410427971452
2025-08-10,-0.002769513594903401,-0.055026736782238,-0.01672576403921994,-0.03204882046818966
2025-08-17,-0.02669847282959381,-0.03322638939018361,-0.004710277152189519,-0.025935695022708385
2025-08-24,-0.01467958330111287,-0.034318611807539125,-0.01020874962247035,-0.03236388981080381
2025-08-31,-0.009590833265538095,-0.05403416707944416,0.0038705566320277286,-0.024816389684638125
2025-09-07,-0.007840763804051677,-0.05571826459941803,-0.013953819393791492,-0.027057986862710093
2025-09-14,0.05105132149423298,-0.024216733896610096,0.019744932592875557,-0.012150346966664075
2025-09-21,0.04781757168857439,-0.02172298388228228,0.01290354339122132,-0.007568957896801294
2025-09-28,-0.006697569163516164,-0.04188659735729743,-0.013928680633835028,-0.030557986970161436
2025-10-05,-0.003033402362925699,-0.04227340272569563,-0.018557430823639153,-0.033706598276476145
2025-10-12,0.14093131813860965,0.3487874275748618,0.04837284383334918,0.041337567369191676
