date,kospi_price,kospi_return,anomaly_flag,regime_hmm,regime_cusum,vix,usd_krw,us_10y,inflation_exp,bok_rate,anomaly_frequency_weekly
2020-11-25,2601.5400390625,-0.006196125940734043,0.0,1.0,1.0,21.25,1106.84,0.88,1.75,0.5,0.0
2020-11-26,2625.909912109375,0.009367479524034827,0.0,1.0,1.0,21.25,1106.84,0.88,1.75,0.5,0.0
2020-11-27,2633.449951171875,0.0028714005106302842,0.0,1.0,1.0,20.84,1106.84,0.84,1.75,0.5,0.0
2020-11-30,2591.340087890625,-0.015990379183971726,1.0,1.0,1.0,20.57,1105.79,0.84,1.77,0.5,0.2
2020-12-01,2634.25,0.016558965884058807,0.0,1.0,1.0,20.77,1107.33,0.92,1.81,0.5,0.2
2020-12-02,2675.89990234375,0.015810914812090626,0.0,1.0,1.0,21.17,1100.15,0.95,1.85,0.5,0.2
2020-12-03,2696.219970703125,0.007593732613681459,0.0,1.0,1.0,21.28,1096.28,0.92,1.86,0.5,0.2
2020-12-04,2731.449951171875,0.01306643406382113,0.0,1.0,1.0,20.79,1081.85,0.97,1.89,0.5,0.2
2020-12-07,2745.43994140625,0.005121818259336219,0.0,1.0,1.0,21.3,1082.22,0.94,1.88,0.5,0.0
2020-12-08,2700.929931640625,-0.01621234145184991,1.0,1.0,1.0,20.68,1085.4,0.92,1.89,0.5,0.2
2020-12-09,2755.469970703125,0.020193059591653517,0.0,1.0,1.0,22.27,1083.78,0.95,1.91,0.5,0.2
2020-12-10,2746.4599609375,-0.0032698631672353207,0.0,1.0,1.0,22.52,1086.83,0.92,1.88,0.5,0.2
2020-12-11,2770.06005859375,0.008592915240677401,0.0,1.0,1.0,23.31,1091.23,0.9,1.87,0.5,0.2
2020-12-14,2762.199951171875,-0.002837522384213309,0.0,1.0,1.0,24.72,1093.19,0.9,1.88,0.5,0.2
2020-12-15,2756.820068359375,-0.0019476804386364677,0.0,1.0,1.0,22.89,1092.22,0.92,1.91,0.5,0.0
2020-12-16,2771.7900390625,0.005430158781466687,0.0,1.0,1.0,22.5,1093.71,0.92,1.92,0.5,0.0
2020-12-17,2770.429931640625,-0.0004906964101563105,0.0,1.0,1.0,21.93,1092.96,0.94,1.94,0.5,0.0
2020-12-18,2772.179931640625,0.0006316709114400076,0.0,1.0,1.0,21.57,1099.37,0.95,1.95,0.5,0.0
2020-12-21,2778.64990234375,0.0023338927712732715,0.0,1.0,1.0,25.16,1107.03,0.95,1.95,0.5,0.0
2020-12-22,2733.679931640625,-0.01618410821211891,0.0,1.0,1.0,24.23,1107.12,0.93,1.94,0.5,0.0
2020-12-23,2759.820068359375,0.009562252118909154,0.0,1.0,1.0,23.31,1106.92,0.96,1.97,0.5,0.0
2020-12-24,2806.860107421875,0.01704460359637272,0.0,1.0,1.0,21.53,1106.92,0.94,1.97,0.5,0.0
2020-12-28,2808.60009765625,0.0006199062895133611,0.0,1.0,1.0,21.7,1096.67,0.94,1.97,0.5,0.0
2020-12-29,2820.510009765625,0.004240515450851801,1.0,1.0,1.0,23.08,1092.55,0.94,1.96,0.5,0.2
2020-12-30,2873.469970703125,0.01877673213501585,0.0,1.0,1.0,22.77,1086.62,0.93,1.96,0.5,0.2
2021-01-04,2944.449951171875,0.02470183478248833,1.0,1.0,1.0,26.97,1081.62,0.93,2.01,0.5,0.4
2021-01-05,2990.570068359375,0.01566340673209421,1.0,1.0,1.0,25.34,1087.42,0.96,2.03,0.5,0.6
2021-01-06,2968.2099609375,-0.007476871268942253,0.0,1.0,1.0,25.07,1085.71,1.04,2.06,0.5,0.6
2021-01-07,3031.679931640625,0.021383248334318816,1.0,1.0,1.0,22.37,1086.78,1.08,2.09,0.5,0.6
2021-01-08,3152.179931640625,0.03974693988715039,1.0,1.0,1.0,21.56,1089.48,1.13,2.06,0.5,0.8
2021-01-11,3148.449951171875,-0.0011833018893717684,1.0,1.0,1.0,24.08,1097.39,1.15,2.06,0.5,0.8
2021-01-12,3125.949951171875,-0.007146373723242894,0.0,1.0,1.0,23.33,1099.57,1.15,2.08,0.5,0.6
2021-01-13,3148.2900390625,0.007146655653347933,0.0,1.0,1.0,22.21,1098.31,1.1,2.06,0.5,0.6
2021-01-14,3149.929931640625,0.0005208835773635734,1.0,1.0,1.0,23.25,1098.37,1.15,2.09,0.5,0.6
2021-01-15,3085.89990234375,-0.020327445589726323,0.0,1.0,0.0,24.34,1099.39,1.11,2.1,0.5,0.4
2021-01-18,3013.929931640625,-0.023322198704003205,0.0,1.0,0.0,24.34,1099.39,1.11,2.1,0.5,0.2
2021-01-19,3092.659912109375,0.026122034106444314,0.0,1.0,1.0,23.24,1102.14,1.1,2.1,0.5,0.2
2021-01-20,3114.550048828125,0.007078093725416901,0.0,1.0,1.0,21.58,1102.14,1.1,2.12,0.5,0.2
2021-01-21,3160.840087890625,0.014862512509605352,1.0,1.0,1.0,21.32,1097.91,1.12,2.1,0.5,0.2
2021-01-22,3140.6298828125,-0.006393934687031977,1.0,1.0,1.0,21.91,1105.5,1.1,2.09,0.5,0.4
2021-01-25,3208.989990234375,0.021766368522436963,0.0,1.0,1.0,23.19,1101.02,1.05,2.08,0.5,0.4
2021-01-26,3140.31005859375,-0.021402351471843883,0.0,1.0,0.0,23.02,1103.26,1.05,2.08,0.5,0.4
2021-01-27,3122.56005859375,-0.005652308106145587,0.0,1.0,0.0,37.21,1104.09,1.04,2.08,0.5,0.4
2021-01-28,3069.050048828125,-0.01713658304773269,0.0,1.0,0.0,30.21,1111.95,1.07,2.13,0.5,0.2
2021-01-29,2976.2099609375,-0.03025043137568728,0.0,1.0,0.0,33.09,1118.35,1.11,2.13,0.5,0.0
2021-02-01,3056.530029296875,0.026987366285836423,1.0,1.0,1.0,30.24,1116.48,1.09,2.11,0.5,0.2
2021-02-02,3096.81005859375,0.013178352219932465,0.0,1.0,1.0,25.56,1115.88,1.12,2.15,0.5,0.2
2021-02-03,3129.679931640625,0.010614106911613685,0.0,1.0,1.0,22.91,1114.47,1.15,2.19,0.5,0.2
2021-02-04,3087.550048828125,-0.013461402997339333,0.0,1.0,1.0,21.77,1120.02,1.15,2.17,0.5,0.2
2021-02-05,3120.6298828125,0.010713942595661052,0.0,1.0,1.0,20.87,1123.7,1.19,2.21,0.5,0.2
2021-02-08,3091.239990234375,-0.009417936019902817,0.0,1.0,1.0,21.24,1119.22,1.19,2.22,0.5,0.0
2021-02-09,3084.669921875,-0.002125382817293575,0.0,1.0,1.0,21.63,1116.42,1.18,2.22,0.5,0.0
2021-02-10,3100.580078125,0.005157814823937068,0.0,1.0,1.0,21.99,1106.9,1.15,2.21,0.5,0.0
2021-02-15,3147.0,0.014971366875023984,0.0,1.0,1.0,19.97,1102.16,1.2,2.21,0.5,0.0
2021-02-16,3163.25,0.005163647918652758,0.0,1.0,1.0,21.46,1099.61,1.3,2.24,0.5,0.0
2021-02-17,3133.72998046875,-0.009332180362364606,0.0,1.0,1.0,21.5,1107.44,1.29,2.21,0.5,0.0
2021-02-18,3086.659912109375,-0.015020460809560321,0.0,1.0,0.0,22.49,1108.56,1.29,2.16,0.5,0.0
2021-02-19,3107.6201171875,0.006790578060088537,0.0,1.0,0.0,22.05,1105.81,1.34,2.14,0.5,0.0
2021-02-22,3079.75,-0.008968315346318256,0.0,1.0,0.0,23.45,1111.56,1.37,2.16,0.5,0.0
2021-02-23,3070.090087890625,-0.0031365896937657345,0.0,1.0,0.0,23.11,1110.25,1.37,2.16,0.5,0.0
2021-02-24,2994.97998046875,-0.024465115117674352,0.0,1.0,0.0,21.34,1112.19,1.38,2.17,0.5,0.0
2021-02-25,3099.68994140625,0.03496182332447906,0.0,1.0,1.0,28.89,1107.73,1.54,2.14,0.5,0.0
2021-02-26,3012.949951171875,-0.027983440884097988,0.0,1.0,0.0,27.95,1123.36,1.44,2.15,0.5,0.0
2021-03-02,3043.8701171875,0.010262422714190311,0.0,1.0,0.0,24.1,1125.61,1.42,2.2,0.5,0.0
2021-03-03,3082.989990234375,0.012852017839388497,0.0,1.0,1.0,26.67,1123.96,1.47,2.21,0.5,0.0
2021-03-04,3043.489990234375,-0.012812237511350855,0.0,1.0,1.0,28.57,1124.45,1.54,2.2,0.5,0.0
2021-03-05,3026.260009765625,-0.00566125747876145,0.0,1.0,1.0,24.66,1124.85,1.56,2.22,0.5,0.0
2021-03-08,2996.110107421875,-0.009962760055797437,0.0,1.0,0.0,25.47,1132.64,1.59,2.21,0.5,0.0
2021-03-09,2976.1201171875,-0.006671981174809383,0.0,1.0,0.0,24.03,1140.63,1.55,2.21,0.5,0.0
2021-03-10,2958.1201171875,-0.006048142981880167,0.0,1.0,0.0,22.56,1139.85,1.53,2.26,0.5,0.0
2021-03-11,3013.699951171875,0.01878890368969155,0.0,1.0,0.0,21.91,1135.19,1.54,2.28,0.5,0.0
2021-03-12,3054.389892578125,0.013501656457348243,0.0,1.0,1.0,20.69,1133.09,1.64,2.26,0.5,0.0
2021-03-15,3045.7099609375,-0.00284178901381138,0.0,1.0,1.0,20.03,1136.37,1.62,2.27,0.5,0.0
2021-03-16,3067.169921875,0.007045963408444322,0.0,1.0,1.0,19.79,1129.69,1.62,2.3,0.5,0.0
2021-03-17,3047.5,-0.006413052545512499,0.0,1.0,1.0,19.23,1130.24,1.63,2.3,0.5,0.0
2021-03-18,3066.010009765625,0.006073834213494722,0.0,1.0,1.0,21.58,1123.51,1.71,2.27,0.5,0.0
2021-03-19,3039.530029296875,-0.008636625576696755,0.0,1.0,1.0,20.95,1130.38,1.74,2.31,0.5,0.0
2021-03-22,3035.4599609375,-0.0013390452866545166,0.0,1.0,1.0,18.88,1128.19,1.69,2.33,0.5,0.0
2021-03-23,3004.739990234375,-0.010120367620871873,0.0,1.0,0.0,20.3,1128.96,1.63,2.29,0.5,0.0
2021-03-24,2996.35009765625,-0.00279221916218797,0.0,1.0,0.0,21.2,1133.35,1.62,2.31,0.5,0.0
2021-03-25,3008.330078125,0.003998191158676834,0.0,1.0,0.0,19.81,1133.31,1.63,2.32,0.5,0.0
2021-03-26,3041.010009765625,0.010863146926016087,0.0,1.0,0.0,18.86,1129.26,1.67,2.34,0.5,0.0
2021-03-29,3036.0400390625,-0.001634315798752728,0.0,1.0,0.0,20.74,1133.57,1.73,2.36,0.5,0.0
2021-03-30,3070.0,0.011185610367637544,0.0,1.0,1.0,19.61,1133.44,1.73,2.35,0.5,0.0
2021-03-31,3061.419921875,-0.002794813721498368,0.0,1.0,1.0,19.4,1126.72,1.74,2.37,0.5,0.0
2021-04-01,3087.39990234375,0.008486251847749982,1.0,1.0,1.0,17.33,1131.63,1.69,2.35,0.5,0.2
2021-04-02,3112.800048828125,0.008227034814988876,0.0,1.0,1.0,17.33,1127.3,1.72,2.36,0.5,0.2
2021-04-05,3120.830078125,0.0025796804070015167,0.0,1.0,1.0,17.91,1127.34,1.73,2.35,0.5,0.2
2021-04-06,3127.080078125,0.0020026723158714788,0.0,1.0,1.0,18.12,1117.12,1.67,2.32,0.5,0.2
2021-04-07,3137.409912109375,0.003303348083931734,0.0,1.0,1.0,17.16,1116.21,1.68,2.34,0.5,0.2
2021-04-08,3143.260009765625,0.0018646264976949212,0.0,1.0,1.0,16.95,1116.96,1.64,2.33,0.5,0.0
2021-04-09,3131.8798828125,-0.003620485393435069,0.0,1.0,1.0,16.69,1120.84,1.67,2.31,0.5,0.0
2021-04-12,3135.590087890625,0.0011846575274123694,0.0,1.0,1.0,16.91,1124.6,1.69,2.33,0.5,0.0
2021-04-13,3169.080078125,0.010680602150042073,0.0,1.0,1.0,16.65,1125.63,1.64,2.33,0.5,0.0
2021-04-14,3182.3798828125,0.0041967398612940965,0.0,1.0,1.0,16.99,1116.43,1.64,2.33,0.5,0.0
2021-04-15,3194.330078125,0.003755112762320101,0.0,1.0,1.0,16.57,1115.04,1.56,2.33,0.5,0.0
2021-04-16,3198.6201171875,0.0013430168321924008,0.0,1.0,1.0,16.25,1114.93,1.59,2.36,0.5,0.0
2021-04-19,3198.840087890625,6.877049948594838e-05,0.0,1.0,1.0,17.29,1115.03,1.61,2.34,0.5,0.0
2021-04-20,3220.699951171875,0.0068336842982559265,0.0,1.0,1.0,18.68,1116.68,1.58,2.32,0.5,0.0
2021-04-21,3171.659912109375,-0.015226515914547267,0.0,1.0,1.0,17.5,1117.8,1.57,2.33,0.5,0.0
2021-04-22,3177.52001953125,0.0018476468424313275,0.0,1.0,1.0,18.71,1117.3,1.57,2.33,0.5,0.0
2021-04-23,3181.080078125,0.001120389036691316,0.0,1.0,1.0,17.33,1115.1,1.58,2.34,0.5,0.0
2021-04-26,3217.530029296875,0.011458356997211983,0.0,1.0,1.0,17.64,1110.88,1.58,2.36,0.5,0.0
2021-04-27,3215.419921875,-0.0006558159217354698,0.0,1.0,1.0,17.56,1109.6,1.63,2.39,0.5,0.0
2021-04-28,3181.469970703125,-0.010558481317139434,0.0,1.0,1.0,17.28,1112.28,1.63,2.41,0.5,0.0
2021-04-29,3174.070068359375,-0.00232593813925408,0.0,1.0,1.0,17.61,1108.54,1.65,2.42,0.5,0.0
2021-04-30,3147.860107421875,-0.008257524368719293,0.0,1.0,0.0,18.61,1115.58,1.65,2.41,0.5,0.0
2021-05-03,3127.199951171875,-0.0065632383730421795,0.0,1.0,0.0,18.31,1122.88,1.63,2.42,0.5,0.0
2021-05-04,3147.3701171875,0.006449912487388687,0.0,1.0,0.0,19.48,1122.05,1.61,2.42,0.5,0.0
2021-05-06,3160.429931640625,0.0041494371385832896,0.0,1.0,0.0,18.39,1121.94,1.58,2.45,0.5,0.0
2021-05-07,3197.199951171875,0.011634499206303328,0.0,1.0,1.0,16.69,1121.06,1.6,2.49,0.5,0.0
2021-05-10,3249.300048828125,0.016295539363171185,0.0,1.0,1.0,19.66,1112.28,1.63,2.54,0.5,0.0
2021-05-11,3209.429931640625,-0.012270371030179028,1.0,1.0,1.0,21.84,1119.38,1.64,2.53,0.5,0.2
2021-05-12,3161.659912109375,-0.014884269340265877,0.0,1.0,0.0,27.59,1124.33,1.69,2.54,0.5,0.2
2021-05-13,3122.110107421875,-0.01250919004160489,0.0,1.0,0.0,23.13,1130.35,1.66,2.51,0.5,0.2
2021-05-14,3153.320068359375,0.009996431856553523,0.0,1.0,0.0,18.81,1126.76,1.63,2.51,0.5,0.2
2021-05-17,3134.52001953125,-0.005961985596313557,0.0,1.0,0.0,19.72,1136.03,1.64,2.54,0.5,0.2
2021-05-18,3173.050048828125,0.012292162454472733,0.0,1.0,0.0,21.34,1129.67,1.64,2.52,0.5,0.0
2021-05-20,3162.280029296875,-0.0033942167206684193,0.0,1.0,0.0,20.67,1127.74,1.63,2.41,0.5,0.0
2021-05-21,3156.419921875,-0.0018531272903045126,0.0,1.0,0.0,20.15,1126.59,1.63,2.43,0.5,0.0
2021-05-24,3144.300048828125,-0.0038397530578490047,0.0,1.0,0.0,18.4,1125.28,1.61,2.44,0.5,0.0
2021-05-25,3171.320068359375,0.00859333368687909,0.0,1.0,0.0,18.84,1123.21,1.56,2.42,0.5,0.0
2021-05-26,3168.429931640625,-0.0009113355500081077,0.0,1.0,0.0,17.36,1117.63,1.58,2.4,0.5,0.0
2021-05-27,3165.510009765625,-0.000921567444443383,0.0,1.0,0.0,16.74,1117.47,1.61,2.42,0.5,0.0
2021-05-28,3188.72998046875,0.007335301620115198,0.0,1.0,0.0,16.76,1114.48,1.58,2.42,0.5,0.0
2021-05-31,3203.919921875,0.004763633640756604,0.0,1.0,0.0,16.76,1114.48,1.58,2.42,0.5,0.0
2021-06-01,3221.8701171875,0.005602573019988233,0.0,1.0,1.0,17.9,1106.43,1.62,2.46,0.5,0.0
2021-06-02,3224.22998046875,0.000732451401023626,0.0,1.0,1.0,17.48,1110.37,1.59,2.44,0.5,0.0
2021-06-03,3247.429931640625,0.00719550134835667,0.0,1.0,1.0,18.04,1117.63,1.63,2.42,0.5,0.0
2021-06-04,3240.080078125,-0.0022632831717208646,0.0,1.0,1.0,16.42,1112.03,1.56,2.4,0.5,0.0
2021-06-07,3252.1201171875,0.0037159695971056284,0.0,1.0,1.0,16.42,1111.01,1.57,2.39,0.5,0.0
2021-06-08,3247.830078125,-0.0013191514790081849,0.0,1.0,1.0,17.07,1116.43,1.53,2.36,0.5,0.0
2021-06-09,3216.179931640625,-0.009745013046571382,0.0,1.0,1.0,17.89,1116.58,1.5,2.32,0.5,0.0
2021-06-10,3224.639892578125,0.0026304376985477607,0.0,1.0,1.0,16.1,1114.17,1.45,2.35,0.5,0.0
2021-06-11,3249.320068359375,0.0076536222968817125,0.0,1.0,1.0,15.65,1116.57,1.47,2.32,0.5,0.0
2021-06-14,3252.1298828125,0.0008647392051297498,0.0,1.0,1.0,16.39,1117.57,1.51,2.36,0.5,0.0
2021-06-15,3258.6298828125,0.001998690161285621,0.0,1.0,1.0,17.02,1118.33,1.51,2.38,0.5,0.0
2021-06-16,3278.679931640625,0.006152907678738773,0.0,1.0,1.0,18.15,1118.42,1.57,2.32,0.5,0.0
2021-06-17,3264.9599609375,-0.004184602031665707,0.0,1.0,1.0,17.75,1130.14,1.52,2.27,0.5,0.0
2021-06-18,3267.929931640625,0.0009096499616099152,0.0,1.0,1.0,20.7,1135.28,1.45,2.24,0.5,0.0
2021-06-21,3240.7900390625,-0.008304918754638013,0.0,1.0,1.0,17.89,1134.19,1.5,2.25,0.5,0.0
2021-06-22,3263.8798828125,0.007124757689232819,0.0,1.0,1.0,16.66,1137.07,1.48,2.31,0.5,0.0
2021-06-23,3276.18994140625,0.0037716028272285484,0.0,1.0,1.0,16.32,1133.89,1.5,2.34,0.5,0.0
2021-06-24,3286.10009765625,0.003024902837515553,0.0,1.0,1.0,15.97,1131.5,1.49,2.3,0.5,0.0
2021-06-25,3302.840087890625,0.005094181472534709,0.0,1.0,1.0,15.62,1127.36,1.54,2.34,0.5,0.0
2021-06-28,3301.889892578125,-0.00028769037774001305,0.0,1.0,1.0,15.76,1130.29,1.49,2.33,0.5,0.0
2021-06-29,3286.679931640625,-0.004606440987535154,0.0,1.0,1.0,16.02,1131.68,1.49,2.32,0.5,0.0
2021-06-30,3296.679931640625,0.00304258406902691,0.0,1.0,1.0,15.83,1130.42,1.45,2.32,0.5,0.0
2021-07-01,3282.06005859375,-0.004434726254908039,0.0,1.0,1.0,15.48,1134.37,1.48,2.35,0.5,0.0
2021-07-02,3281.780029296875,-8.532119823390083e-05,0.0,1.0,1.0,15.07,1132.42,1.44,2.33,0.5,0.0
2021-07-05,3293.2099609375,0.003482845144582747,0.0,1.0,1.0,15.07,1132.42,1.44,2.33,0.5,0.0
2021-07-06,3305.2099609375,0.0036438611999654036,0.0,1.0,1.0,16.44,1137.17,1.37,2.31,0.5,0.0
2021-07-07,3285.340087890625,-0.006011682550187802,0.0,1.0,1.0,16.2,1141.26,1.33,2.28,0.5,0.0
2021-07-08,3252.679931640625,-0.009941179718465532,0.0,1.0,0.0,19.0,1147.96,1.3,2.22,0.5,0.0
2021-07-09,3217.949951171875,-0.010677343359520974,0.0,1.0,0.0,16.18,1145.08,1.37,2.28,0.5,0.0
2021-07-12,3246.469970703125,0.00886279151758207,0.0,1.0,0.0,16.17,1146.29,1.38,2.33,0.5,0.0
2021-07-13,3271.3798828125,0.0076729223846725425,0.0,1.0,0.0,17.12,1146.29,1.42,2.36,0.5,0.0
2021-07-14,3264.81005859375,-0.002008273100066127,0.0,1.0,0.0,16.33,1147.43,1.37,2.34,0.5,0.0
2021-07-15,3286.219970703125,0.0065577818387991815,0.0,1.0,0.0,17.01,1141.21,1.31,2.32,0.5,0.0
2021-07-16,3276.909912109375,-0.0028330600741124368,0.0,1.0,0.0,18.45,1139.35,1.31,2.33,0.5,0.0
2021-07-19,3244.0400390625,-0.010030752730006087,0.0,1.0,0.0,22.5,1147.17,1.19,2.24,0.5,0.0
2021-07-20,3232.699951171875,-0.003495668288330478,0.0,1.0,0.0,19.73,1150.45,1.23,2.26,0.5,0.0
2021-07-21,3215.909912109375,-0.005193813009590764,0.0,1.0,0.0,17.91,1153.03,1.3,2.28,0.5,0.0
2021-07-22,3250.2099609375,0.010665736841374063,0.0,1.0,0.0,17.69,1149.99,1.27,2.28,0.5,0.0
2021-07-23,3254.419921875,0.0012952889161306214,0.0,1.0,0.0,17.2,1153.53,1.3,2.35,0.5,0.0
2021-07-26,3224.949951171875,-0.009055368210180492,0.0,1.0,0.0,17.58,1154.75,1.29,2.4,0.5,0.0
2021-07-27,3232.530029296875,0.002350448298351182,0.0,1.0,0.0,19.36,1156.32,1.25,2.38,0.5,0.0
2021-07-28,3236.860107421875,0.0013395322195790538,0.0,1.0,0.0,18.31,1156.27,1.26,2.41,0.5,0.0
2021-07-29,3242.64990234375,0.0017887071821853784,0.0,1.0,0.0,17.7,1142.09,1.28,2.43,0.5,0.0
2021-07-30,3202.320068359375,-0.012437307510510198,0.0,1.0,0.0,18.24,1151.86,1.24,2.4,0.5,0.0
2021-08-02,3223.0400390625,0.006470299739195218,0.0,1.0,0.0,19.46,1150.72,1.2,2.37,0.75,0.0
2021-08-03,3237.139892578125,0.004374706284978824,0.0,1.0,0.0,18.04,1149.45,1.19,2.38,0.75,0.0
2021-08-04,3280.3798828125,0.013357467291887026,0.0,1.0,1.0,17.97,1142.99,1.19,2.35,0.75,0.0
2021-08-05,3276.1298828125,-0.0012955816557307376,0.0,1.0,1.0,17.28,1142.53,1.23,2.33,0.75,0.0
2021-08-06,3270.360107421875,-0.0017611558750753042,0.0,1.0,1.0,16.15,1145.87,1.31,2.37,0.75,0.0
2021-08-09,3260.419921875,-0.003039477372634436,0.0,1.0,1.0,16.72,1145.83,1.33,2.37,0.75,0.0
2021-08-10,3243.18994140625,-0.005284589372414716,0.0,1.0,1.0,16.79,1152.5,1.36,2.4,0.75,0.0
2021-08-11,3220.6201171875,-0.0069591435057805295,0.0,1.0,0.0,16.06,1156.09,1.35,2.42,0.75,0.0
2021-08-12,3208.3798828125,-0.0038005830956832076,1.0,1.0,0.0,15.59,1162.78,1.36,2.41,0.75,0.2
2021-08-13,3171.2900390625,-0.011560303051609488,0.0,1.0,0.0,15.45,1168.36,1.29,2.37,0.75,0.2
2021-08-17,3143.090087890625,-0.008892264922009896,0.0,1.0,0.0,17.91,1177.08,1.26,2.33,0.75,0.2
2021-08-18,3158.929931640625,0.005039576756334929,0.0,1.0,0.0,21.57,1170.18,1.27,2.32,0.75,0.2
2021-08-19,3097.830078125,-0.01934194643054088,0.0,1.0,0.0,21.67,1173.89,1.24,2.28,0.75,0.2
2021-08-20,3060.510009765625,-0.012047164440330937,0.0,1.0,0.0,18.56,1180.4,1.26,2.27,0.75,0.0
2021-08-23,3090.2099609375,0.00970424899023592,0.0,1.0,0.0,17.15,1169.73,1.25,2.27,0.75,0.0
2021-08-24,3138.300048828125,0.015562077819474718,0.0,1.0,1.0,17.22,1165.43,1.29,2.3,0.75,0.0
2021-08-25,3146.81005859375,0.0027116622481022645,0.0,1.0,1.0,16.79,1164.24,1.35,2.35,0.75,0.0
2021-08-26,3128.530029296875,-0.005809066628267967,0.0,1.0,1.0,18.84,1169.88,1.34,2.33,0.75,0.0
2021-08-27,3133.89990234375,0.0017164204903226121,0.0,1.0,1.0,16.39,1162.5,1.31,2.39,0.75,0.0
2021-08-30,3144.18994140625,0.003283461304812052,0.0,1.0,1.0,16.19,1166.33,1.29,2.37,0.75,0.0
2021-08-31,3199.27001953125,0.017518050484051084,0.0,1.0,1.0,16.48,1158.32,1.3,2.33,0.75,0.0
2021-09-01,3207.02001953125,0.0024224276015112345,0.0,1.0,1.0,16.11,1156.03,1.31,2.34,0.75,0.0
2021-09-02,3175.85009765625,-0.009719278858619673,0.0,1.0,1.0,16.41,1160.95,1.29,2.32,0.75,0.0
2021-09-03,3201.06005859375,0.007938019793851225,0.0,1.0,1.0,16.41,1155.44,1.33,2.34,0.75,0.0
2021-09-06,3203.330078125,0.0007091461858566017,0.0,1.0,1.0,16.41,1155.44,1.33,2.34,0.75,0.0
2021-09-07,3187.419921875,-0.004966755177259974,0.0,1.0,1.0,18.14,1162.88,1.38,2.36,0.75,0.0
2021-09-08,3162.989990234375,-0.007664484830807616,0.0,1.0,1.0,17.96,1166.21,1.35,2.38,0.75,0.0
2021-09-09,3114.699951171875,-0.01526721210360893,0.0,1.0,0.0,18.8,1169.61,1.3,2.38,0.75,0.0
2021-09-10,3125.760009765625,0.0035509226465260113,0.0,1.0,0.0,20.95,1169.63,1.35,2.4,0.75,0.0
2021-09-13,3127.860107421875,0.0006718678496393515,0.0,1.0,0.0,19.37,1173.33,1.33,2.37,0.75,0.0
2021-09-14,3148.830078125,0.006704254660675701,0.0,1.0,0.0,19.46,1170.71,1.28,2.33,0.75,0.0
2021-09-15,3153.39990234375,0.0014512768569179268,0.0,1.0,0.0,18.18,1168.58,1.31,2.35,0.75,0.0
2021-09-16,3130.090087890625,-0.007391962698990451,0.0,1.0,0.0,18.69,1171.23,1.34,2.35,0.75,0.0
2021-09-17,3140.510009765625,0.003328952708202104,0.0,1.0,0.0,20.81,1175.34,1.37,2.33,0.75,0.0
2021-09-23,3127.580078125,-0.004117143903512033,0.0,1.0,0.0,18.63,1173.48,1.41,2.31,0.75,0.0
2021-09-24,3125.239990234375,-0.0007482103838019061,0.0,1.0,0.0,17.75,1176.53,1.47,2.34,0.75,0.0
2021-09-27,3133.639892578125,0.0026877623382517424,0.0,1.0,0.0,18.76,1175.9,1.48,2.35,0.75,0.0
2021-09-28,3097.919921875,-0.011398875406113507,0.0,1.0,0.0,23.25,1183.61,1.54,2.38,0.75,0.0
2021-09-29,3060.27001953125,-0.012153284556484789,0.0,1.0,0.0,22.56,1181.75,1.55,2.37,0.75,0.0
2021-09-30,3068.820068359375,0.002793887066682599,0.0,1.0,0.0,23.14,1183.7,1.52,2.37,0.75,0.0
2021-10-01,3019.179931640625,-0.01617564262908644,0.0,1.0,0.0,21.15,1187.24,1.48,2.38,0.75,0.0
2021-10-05,2962.169921875,-0.01888261417220194,1.0,1.0,0.0,21.3,1188.31,1.54,2.45,0.75,0.2
2021-10-06,2908.31005859375,-0.018182570447261015,1.0,1.0,0.0,21.0,1192.6,1.53,2.43,0.75,0.4
2021-10-07,2959.4599609375,0.01758749972088003,0.0,1.0,0.0,19.54,1190.76,1.58,2.46,0.75,0.4
2021-10-08,2956.300048828125,-0.0010677326779491292,0.0,1.0,0.0,18.77,1194.58,1.61,2.5,0.75,0.4
2021-10-12,2916.3798828125,-0.01350342162712792,0.0,1.0,0.0,19.85,1198.72,1.59,2.49,0.75,0.4
2021-10-13,2944.409912109375,0.009611240792760878,0.0,1.0,0.0,18.64,1193.89,1.56,2.52,0.75,0.2
2021-10-14,2988.639892578125,0.015021678974400654,0.0,1.0,1.0,16.86,1186.3,1.52,2.52,0.75,0.0
2021-10-15,3015.06005859375,0.00884019720182283,0.0,1.0,1.0,16.3,1182.34,1.59,2.56,0.75,0.0
2021-10-18,3006.679931640625,-0.002779422893829042,0.0,1.0,1.0,16.31,1187.55,1.59,2.54,0.75,0.0
2021-10-19,3029.0400390625,0.00743681001312102,0.0,1.0,1.0,15.7,1175.32,1.65,2.54,0.75,0.0
2021-10-20,3013.1298828125,-0.005252540753777679,0.0,1.0,1.0,15.49,1175.05,1.65,2.57,0.75,0.0
2021-10-21,3007.330078125,-0.0019248439042017784,0.0,1.0,1.0,15.01,1177.25,1.68,2.64,0.75,0.0
2021-10-22,3006.159912109375,-0.00038910461612995384,0.0,1.0,1.0,15.43,1176.85,1.66,2.64,0.75,0.0
2021-10-25,3020.5400390625,0.0047835535612057445,0.0,1.0,1.0,15.24,1167.59,1.64,2.66,0.75,0.0
2021-10-26,3049.080078125,0.009448654443712678,0.0,1.0,1.0,15.98,1167.58,1.63,2.69,0.75,0.0
