date,us_10y,usd_krw,vix,inflation_exp,bok_rate
2023-07-19,3.75,1265.76,13.76,2.22,3.5
2023-07-20,3.85,1269.26,13.99,2.35,3.5
2023-07-21,3.84,1283.71,13.6,2.35,3.5
2023-07-22,3.84,1283.71,13.6,2.35,3.5
2023-07-23,3.84,1283.71,13.6,2.35,3.5
2023-07-24,3.86,1280.54,13.91,2.38,3.5
2023-07-25,3.91,1275.32,13.86,2.39,3.5
2023-07-26,3.86,1274.04,13.19,2.36,3.5
2023-07-27,4.01,1277.23,14.41,2.37,3.5
2023-07-28,3.96,1276.69,13.33,2.38,3.5
2023-07-29,3.96,1276.69,13.33,2.38,3.5
2023-07-30,3.96,1276.69,13.33,2.38,3.5
2023-07-31,3.97,1273.85,13.63,2.37,3.5
2023-08-01,4.05,1283.84,13.93,2.37,3.5
2023-08-02,4.08,1297.66,16.09,2.36,3.5
2023-08-03,4.2,1298.54,15.92,2.37,3.5
2023-08-04,4.05,1309.49,17.1,2.38,3.5
2023-08-05,4.05,1309.49,17.1,2.38,3.5
2023-08-06,4.05,1309.49,17.1,2.38,3.5
2023-08-07,4.09,1305.94,15.77,2.41,3.5
2023-08-08,4.02,1316.02,15.99,2.36,3.5
2023-08-09,4.0,1315.45,15.96,2.34,3.5
2023-08-10,4.09,1315.54,15.85,2.33,3.5
2023-08-11,4.16,1324.17,14.84,2.36,3.5
2023-08-12,4.16,1324.17,14.84,2.36,3.5
2023-08-13,4.16,1324.17,14.84,2.36,3.5
2023-08-14,4.19,1330.05,14.82,2.36,3.5
2023-08-15,4.21,1335.0,16.46,2.32,3.5
2023-08-16,4.28,1336.84,16.78,2.32,3.5
2023-08-17,4.3,1341.13,17.89,2.33,3.5
2023-08-18,4.26,1337.99,17.3,2.32,3.5
2023-08-19,4.26,1337.99,17.3,2.32,3.5
2023-08-20,4.26,1337.99,17.3,2.32,3.5
2023-08-21,4.34,1342.45,17.13,2.34,3.5
2023-08-22,4.34,1335.06,16.97,2.35,3.5
2023-08-23,4.19,1339.12,15.98,2.35,3.5
2023-08-24,4.23,1321.07,17.2,2.32,3.5
2023-08-25,4.25,1324.11,15.68,2.33,3.5
2023-08-26,4.25,1324.11,15.68,2.33,3.5
2023-08-27,4.25,1324.11,15.68,2.33,3.5
2023-08-28,4.2,1323.2,15.08,2.3,3.5
2023-08-29,4.12,1321.87,14.45,2.29,3.5
2023-08-30,4.12,1323.42,13.88,2.26,3.5
2023-08-31,4.09,1322.43,13.57,2.24,3.5
2023-09-01,4.18,1318.34,13.09,2.26,3.5
2023-09-02,4.18,1318.34,13.09,2.26,3.5
2023-09-03,4.18,1318.34,13.09,2.26,3.5
2023-09-04,4.18,1318.34,13.82,2.26,3.5
2023-09-05,4.27,1330.16,14.01,2.29,3.5
2023-09-06,4.3,1330.87,14.45,2.3,3.5
2023-09-07,4.27,1335.03,14.4,2.32,3.5
2023-09-08,4.26,1332.83,13.84,2.33,3.5
2023-09-09,4.26,1332.83,13.84,2.33,3.5
2023-09-10,4.26,1332.83,13.84,2.33,3.5
2023-09-11,4.29,1331.59,13.8,2.35,3.5
2023-09-12,4.27,1327.29,14.23,2.34,3.5
2023-09-13,4.25,1329.7,13.48,2.35,3.5
2023-09-14,4.29,1325.88,12.82,2.34,3.5
2023-09-15,4.33,1325.89,13.79,2.35,3.5
2023-09-16,4.33,1325.89,13.79,2.35,3.5
2023-09-17,4.33,1325.89,13.79,2.35,3.5
2023-09-18,4.32,1323.99,14.0,2.36,3.5
2023-09-19,4.37,1328.13,14.11,2.37,3.5
2023-09-20,4.35,1330.34,15.14,2.35,3.5
2023-09-21,4.49,1340.08,17.54,2.38,3.5
2023-09-22,4.44,1336.58,17.2,2.37,3.5
2023-09-23,4.44,1336.58,17.2,2.37,3.5
2023-09-24,4.44,1336.58,17.2,2.37,3.5
2023-09-25,4.55,1336.03,16.9,2.37,3.5
2023-09-26,4.56,1348.69,18.94,2.33,3.5
2023-09-27,4.61,1349.05,18.22,2.34,3.5
2023-09-28,4.59,1356.41,17.34,2.39,3.5
2023-09-29,4.59,1347.86,17.52,2.35,3.5
2023-09-30,4.59,1347.86,17.52,2.35,3.5
2023-10-01,4.59,1347.86,17.52,2.35,3.5
2023-10-02,4.69,1351.67,17.61,2.35,3.5
2023-10-03,4.81,1360.62,19.78,2.36,3.5
2023-10-04,4.73,1362.94,18.58,2.33,3.5
2023-10-05,4.72,1350.22,18.49,2.31,3.5
2023-10-06,4.78,1350.17,17.45,2.31,3.5
2023-10-07,4.78,1350.17,17.45,2.31,3.5
2023-10-08,4.78,1350.17,17.45,2.31,3.5
2023-10-09,4.78,1350.17,17.7,2.31,3.5
2023-10-10,4.66,1349.79,17.03,2.32,3.5
2023-10-11,4.58,1339.31,16.09,2.32,3.5
2023-10-12,4.7,1338.21,16.69,2.34,3.5
2023-10-13,4.63,1349.65,19.32,2.34,3.5
2023-10-14,4.63,1349.65,19.32,2.34,3.5
2023-10-15,4.63,1349.65,19.32,2.34,3.5
2023-10-16,4.71,1353.67,17.21,2.38,3.5
2023-10-17,4.83,1353.6,17.88,2.41,3.5
2023-10-18,4.91,1349.45,19.22,2.44,3.5
2023-10-19,4.98,1357.5,21.4,2.49,3.5
2023-10-20,4.93,1352.92,21.71,2.47,3.5
2023-10-21,4.93,1352.92,21.71,2.47,3.5
2023-10-22,4.93,1352.92,21.71,2.47,3.5
2023-10-23,4.86,1353.7,20.37,2.41,3.5
2023-10-24,4.83,1342.68,18.97,2.4,3.5
2023-10-25,4.95,1349.07,20.19,2.43,3.5
2023-10-26,4.86,1359.32,20.68,2.42,3.5
2023-10-27,4.84,1355.15,21.27,2.42,3.5
2023-10-28,4.84,1355.15,21.27,2.42,3.5
2023-10-29,4.84,1355.15,21.27,2.42,3.5
2023-10-30,4.88,1350.98,19.75,2.44,3.5
2023-10-31,4.88,1351.03,18.14,2.42,3.5
2023-11-01,4.77,1356.94,16.87,2.41,3.5
2023-11-02,4.67,1342.91,15.66,2.4,3.5
2023-11-03,4.57,1322.04,14.91,2.39,3.5
2023-11-04,4.57,1322.04,14.91,2.39,3.5
2023-11-05,4.57,1322.04,14.91,2.39,3.5
2023-11-06,4.67,1297.94,14.89,2.42,3.5
2023-11-07,4.58,1308.33,14.81,2.39,3.5
2023-11-08,4.49,1309.98,14.45,2.34,3.5
2023-11-09,4.62,1309.89,15.29,2.33,3.5
2023-11-10,4.61,1309.89,14.17,2.32,3.5
2023-11-11,4.61,1309.89,14.17,2.32,3.5
2023-11-12,4.61,1309.89,14.17,2.32,3.5
2023-11-13,4.63,1324.97,14.76,2.31,3.5
2023-11-14,4.44,1328.74,14.16,2.28,3.5
2023-11-15,4.53,1300.34,14.18,2.31,3.5
2023-11-16,4.45,1297.1,14.32,2.27,3.5
2023-11-17,4.44,1296.21,13.8,2.28,3.5
2023-11-18,4.44,1296.21,13.8,2.28,3.5
2023-11-19,4.44,1296.21,13.8,2.28,3.5
2023-11-20,4.42,1291.48,13.41,2.3,3.5
2023-11-21,4.41,1289.34,13.35,2.25,3.5
2023-11-22,4.42,1300.06,12.85,2.26,3.5
2023-11-23,4.42,1300.06,12.8,2.26,3.5
2023-11-24,4.47,1306.08,12.46,2.26,3.5
2023-11-25,4.47,1306.08,12.46,2.26,3.5
2023-11-26,4.47,1306.08,12.46,2.26,3.5
2023-11-27,4.39,1304.33,12.69,2.21,3.5
2023-11-28,4.34,1293.71,12.69,2.22,3.5
2023-11-29,4.27,1292.74,12.98,2.21,3.5
2023-11-30,4.37,1289.95,12.92,2.23,3.5
2023-12-01,4.22,1305.45,12.63,2.22,3.5
2023-12-02,4.22,1305.45,12.63,2.22,3.5
2023-12-03,4.22,1305.45,12.63,2.22,3.5
2023-12-04,4.28,1304.43,13.08,2.21,3.5
2023-12-05,4.18,1311.47,12.85,2.17,3.5
2023-12-06,4.12,1313.03,12.97,2.14,3.5
2023-12-07,4.14,1325.27,13.06,2.17,3.5
2023-12-08,4.23,1307.11,12.35,2.21,3.5
2023-12-09,4.23,1307.11,12.35,2.21,3.5
2023-12-10,4.23,1307.11,12.35,2.21,3.5
2023-12-11,4.23,1316.38,12.63,2.19,3.5
2023-12-12,4.2,1313.75,12.07,2.16,3.5
2023-12-13,4.04,1319.76,12.19,2.16,3.5
2023-12-14,3.92,1296.11,12.48,2.22,3.5
2023-12-15,3.91,1295.92,12.28,2.22,3.5
2023-12-16,3.91,1295.92,12.28,2.22,3.5
2023-12-17,3.91,1295.92,12.28,2.22,3.5
2023-12-18,3.95,1297.63,12.56,2.21,3.5
2023-12-19,3.93,1307.95,12.53,2.19,3.5
2023-12-20,3.86,1299.22,13.67,2.19,3.5
2023-12-21,3.89,1304.82,13.65,2.19,3.5
2023-12-22,3.9,1302.54,13.03,2.19,3.5
2023-12-23,3.9,1302.54,13.03,2.19,3.5
2023-12-24,3.9,1302.54,13.03,2.19,3.5
2023-12-25,3.9,1302.54,13.03,2.19,3.5
2023-12-26,3.89,1294.25,12.99,2.18,3.5
2023-12-27,3.79,1293.38,12.43,2.15,3.5
2023-12-28,3.84,1288.45,12.47,2.16,3.5
2023-12-29,3.88,1290.97,12.45,2.16,3.5
2023-12-30,3.88,1290.97,12.45,2.16,3.5
2023-12-31,3.88,1290.97,12.45,2.16,3.5
2024-01-01,3.88,1290.97,12.45,2.16,3.5
2024-01-02,3.95,1300.52,13.2,2.21,3.5
2024-01-03,3.91,1305.1,14.04,2.2,3.5
2024-01-04,3.99,1310.39,14.13,2.22,3.5
2024-01-05,4.05,1315.62,13.35,2.22,3.5
2024-01-06,4.05,1315.62,13.35,2.22,3.5
2024-01-07,4.05,1315.62,13.35,2.22,3.5
2024-01-08,4.01,1315.58,13.08,2.22,3.5
2024-01-09,4.02,1315.92,12.76,2.22,3.5
2024-01-10,4.04,1320.42,12.69,2.22,3.5
2024-01-11,3.98,1313.04,12.44,2.22,3.5
2024-01-12,3.96,1313.41,12.7,2.27,3.5
2024-01-13,3.96,1313.41,12.7,2.27,3.5
2024-01-14,3.96,1313.41,12.7,2.27,3.5
2024-01-15,3.96,1313.41,13.25,2.27,3.5
2024-01-16,4.07,1331.5,13.84,2.3,3.5
2024-01-17,4.1,1344.23,14.79,2.3,3.5
2024-01-18,4.14,1338.73,14.13,2.34,3.5
2024-01-19,4.15,1338.53,13.3,2.34,3.5
2024-01-20,4.15,1338.53,13.3,2.34,3.5
2024-01-21,4.15,1338.53,13.3,2.34,3.5
2024-01-22,4.11,1338.25,13.19,2.31,3.5
2024-01-23,4.14,1333.76,12.55,2.29,3.5
2024-01-24,4.18,1337.74,13.14,2.3,3.5
2024-01-25,4.14,1336.0,13.45,2.29,3.5
2024-01-26,4.15,1336.08,13.26,2.3,3.5
2024-01-27,4.15,1336.08,13.26,2.3,3.5
2024-01-28,4.15,1336.08,13.26,2.3,3.5
2024-01-29,4.08,1335.5,13.6,2.3,3.5
2024-01-30,4.06,1328.93,13.31,2.26,3.5
2024-01-31,3.99,1334.9,14.35,2.26,3.5
2024-02-01,3.87,1331.78,13.88,2.19,3.5
2024-02-02,4.03,1321.9,13.85,2.21,3.5
2024-02-03,4.03,1321.9,13.85,2.21,3.5
2024-02-04,4.03,1321.9,13.85,2.21,3.5
2024-02-05,4.17,1330.98,13.67,2.27,3.5
2024-02-06,4.09,1326.83,13.06,2.24,3.5
2024-02-07,4.09,1327.37,12.83,2.23,3.5
2024-02-08,4.15,1328.07,12.79,2.24,3.5
2024-02-09,4.17,1333.1,12.93,2.25,3.5
2024-02-10,4.17,1333.1,12.93,2.25,3.5
2024-02-11,4.17,1333.1,12.93,2.25,3.5
2024-02-12,4.17,1331.37,13.93,2.24,3.5
2024-02-13,4.31,1327.88,15.85,2.29,3.5
2024-02-14,4.27,1335.06,14.38,2.3,3.5
2024-02-15,4.24,1333.84,14.01,2.3,3.5
2024-02-16,4.3,1334.96,14.24,2.33,3.5
2024-02-17,4.3,1334.96,14.24,2.33,3.5
2024-02-18,4.3,1334.96,14.24,2.33,3.5
2024-02-19,4.3,1334.96,14.71,2.33,3.5
2024-02-20,4.27,1337.25,15.42,2.32,3.5
2024-02-21,4.32,1334.95,15.34,2.34,3.5
2024-02-22,4.33,1328.71,14.54,2.31,3.5
2024-02-23,4.26,1328.71,13.75,2.3,3.5
2024-02-24,4.26,1328.71,13.75,2.3,3.5
2024-02-25,4.26,1328.71,13.75,2.3,3.5
2024-02-26,4.28,1330.86,13.74,2.31,3.5
2024-02-27,4.31,1330.86,13.43,2.32,3.5
2024-02-28,4.27,1336.02,13.84,2.33,3.5
2024-02-29,4.25,1336.19,13.4,2.33,3.5
2024-03-01,4.19,1334.8,13.11,2.32,3.5
2024-03-02,4.19,1334.8,13.11,2.32,3.5
2024-03-03,4.19,1334.8,13.11,2.32,3.5
2024-03-04,4.22,1331.29,13.49,2.34,3.5
2024-03-05,4.13,1336.51,14.46,2.32,3.5
2024-03-06,4.11,1333.99,14.5,2.3,3.5
2024-03-07,4.09,1324.3,14.44,2.28,3.5
2024-03-08,4.09,1319.28,14.74,2.28,3.5
2024-03-09,4.09,1319.28,14.74,2.28,3.5
2024-03-10,4.09,1319.28,14.74,2.28,3.5
2024-03-11,4.1,1312.55,15.22,2.27,3.5
2024-03-12,4.16,1310.82,13.84,2.3,3.5
2024-03-13,4.19,1314.67,13.75,2.3,3.5
2024-03-14,4.29,1318.2,14.4,2.3,3.5
2024-03-15,4.31,1329.35,14.41,2.32,3.5
2024-03-16,4.31,1329.35,14.41,2.32,3.5
2024-03-17,4.31,1329.35,14.41,2.32,3.5
2024-03-18,4.34,1333.59,14.33,2.31,3.5
2024-03-19,4.3,1338.28,13.82,2.3,3.5
2024-03-20,4.27,1339.02,13.04,2.31,3.5
2024-03-21,4.27,1322.11,12.92,2.34,3.5
2024-03-22,4.22,1338.14,13.06,2.35,3.5
2024-03-23,4.22,1338.14,13.06,2.35,3.5
2024-03-24,4.22,1338.14,13.06,2.35,3.5
2024-03-25,4.25,1342.61,13.19,2.33,3.5
2024-03-26,4.24,1344.0,13.24,2.32,3.5
2024-03-27,4.2,1348.58,12.78,2.32,3.5
2024-03-28,4.2,1346.01,13.01,2.32,3.5
2024-03-29,4.2,1347.08,13.01,2.32,3.5
2024-03-30,4.2,1347.08,13.01,2.32,3.5
2024-03-31,4.2,1347.08,13.01,2.32,3.5
2024-04-01,4.33,1348.75,13.65,2.35,3.5
2024-04-02,4.36,1351.37,14.61,2.36,3.5
2024-04-03,4.36,1348.5,14.33,2.36,3.5
2024-04-04,4.31,1346.87,16.35,2.34,3.5
2024-04-05,4.39,1352.58,16.03,2.37,3.5
2024-04-06,4.39,1352.58,16.03,2.37,3.5
2024-04-07,4.39,1352.58,16.03,2.37,3.5
2024-04-08,4.42,1353.2,15.19,2.38,3.5
2024-04-09,4.36,1354.8,14.98,2.36,3.5
2024-04-10,4.55,1349.05,15.8,2.4,3.5
2024-04-11,4.56,1364.19,14.91,2.4,3.5
2024-04-12,4.5,1374.74,17.31,2.39,3.5
2024-04-13,4.5,1374.74,17.31,2.39,3.5
2024-04-14,4.5,1374.74,17.31,2.39,3.5
2024-04-15,4.63,1383.63,19.23,2.43,3.5
2024-04-16,4.67,1393.92,18.4,2.43,3.5
2024-04-17,4.59,1385.88,18.21,2.39,3.5
2024-04-18,4.64,1373.42,18.0,2.4,3.5
2024-04-19,4.62,1376.72,18.71,2.41,3.5
2024-04-20,4.62,1376.72,18.71,2.41,3.5
2024-04-21,4.62,1376.72,18.71,2.41,3.5
2024-04-22,4.62,1381.84,16.94,2.41,3.5
2024-04-23,4.61,1379.27,15.69,2.41,3.5
2024-04-24,4.65,1369.86,15.97,2.41,3.5
2024-04-25,4.7,1369.86,15.37,2.42,3.5
2024-04-26,4.67,1375.1,15.03,2.43,3.5
2024-04-27,4.67,1375.1,15.03,2.43,3.5
2024-04-28,4.67,1375.1,15.03,2.43,3.5
2024-04-29,4.63,1377.35,14.67,2.41,3.5
2024-04-30,4.69,1381.92,15.65,2.41,3.5
2024-05-01,4.63,1386.95,15.39,2.38,3.5
2024-05-02,4.58,1375.39,14.68,2.37,3.5
2024-05-03,4.5,1363.04,13.49,2.35,3.5
2024-05-04,4.5,1363.04,13.49,2.35,3.5
2024-05-05,4.5,1363.04,13.49,2.35,3.5
2024-05-06,4.49,1358.81,13.49,2.35,3.5
2024-05-07,4.47,1359.45,13.23,2.32,3.5
2024-05-08,4.48,1359.45,13.0,2.31,3.5
2024-05-09,4.45,1369.74,12.69,2.32,3.5
2024-05-10,4.5,1367.77,12.55,2.34,3.5
2024-05-11,4.5,1367.77,12.55,2.34,3.5
2024-05-12,4.5,1367.77,12.55,2.34,3.5
2024-05-13,4.48,1367.91,13.6,2.33,3.5
2024-05-14,4.45,1368.77,13.42,2.33,3.5
2024-05-15,4.36,1360.15,12.45,2.31,3.5
2024-05-16,4.38,1345.15,12.42,2.31,3.5
2024-05-17,4.42,1354.83,11.99,2.32,3.5
2024-05-18,4.42,1354.83,11.99,2.32,3.5
2024-05-19,4.42,1354.83,11.99,2.32,3.5
2024-05-20,4.44,1356.0,12.15,2.33,3.5
2024-05-21,4.41,1363.54,11.86,2.32,3.5
2024-05-22,4.43,1362.36,12.29,2.33,3.5
2024-05-23,4.47,1362.38,12.77,2.3,3.5
2024-05-24,4.46,1369.02,11.93,2.32,3.5
2024-05-25,4.46,1369.02,11.93,2.32,3.5
2024-05-26,4.46,1369.02,11.93,2.32,3.5
2024-05-27,4.46,1369.02,12.36,2.32,3.5
2024-05-28,4.54,1357.65,12.92,2.34,3.5
2024-05-29,4.61,1365.07,14.28,2.36,3.5
2024-05-30,4.55,1365.07,14.47,2.36,3.5
2024-05-31,4.51,1385.43,12.92,2.35,3.5
2024-06-01,4.51,1385.43,12.92,2.35,3.5
2024-06-02,4.51,1385.43,12.92,2.35,3.5
2024-06-03,4.41,1375.91,13.11,2.33,3.5
2024-06-04,4.33,1375.96,13.16,2.31,3.5
2024-06-05,4.29,1372.58,12.63,2.3,3.5
2024-06-06,4.28,1365.45,12.58,2.28,3.5
2024-06-07,4.43,1366.38,12.22,2.3,3.5
2024-06-08,4.43,1366.38,12.22,2.3,3.5
2024-06-09,4.43,1366.38,12.22,2.3,3.5
2024-06-10,4.47,1375.71,12.74,2.31,3.5
2024-06-11,4.39,1375.71,12.85,2.27,3.5
2024-06-12,4.31,1378.01,12.04,2.22,3.5
2024-06-13,4.24,1376.11,11.94,2.21,3.5
2024-06-14,4.2,1378.96,12.66,2.17,3.5
2024-06-15,4.2,1378.96,12.66,2.17,3.5
2024-06-16,4.2,1378.96,12.66,2.17,3.5
2024-06-17,4.28,1380.5,12.75,2.22,3.5
2024-06-18,4.22,1380.88,12.3,2.21,3.5
2024-06-19,4.22,1380.88,12.48,2.21,3.5
2024-06-20,4.25,1384.38,13.28,2.25,3.5
2024-06-21,4.25,1388.17,13.2,2.23,3.5
2024-06-22,4.25,1388.17,13.2,2.23,3.5
2024-06-23,4.25,1388.17,13.2,2.23,3.5
2024-06-24,4.25,1389.17,13.33,2.22,3.5
2024-06-25,4.23,1387.16,12.84,2.22,3.5
2024-06-26,4.32,1388.65,12.55,2.26,3.5
2024-06-27,4.29,1385.76,12.24,2.26,3.5
2024-06-28,4.36,1376.55,12.44,2.28,3.5
2024-06-29,4.36,1376.55,12.44,2.28,3.5
2024-06-30,4.36,1376.55,12.44,2.28,3.5
2024-07-01,4.48,1383.0,12.22,2.32,3.5
2024-07-02,4.43,1386.55,12.03,2.3,3.5
2024-07-03,4.36,1384.85,12.09,2.27,3.5
2024-07-04,4.36,1384.85,12.26,2.27,3.5
2024-07-05,4.28,1379.87,12.48,2.28,3.5
2024-07-06,4.28,1379.87,12.48,2.28,3.5
2024-07-07,4.28,1379.87,12.48,2.28,3.5
2024-07-08,4.28,1382.73,12.37,2.27,3.5
2024-07-09,4.3,1383.39,12.51,2.26,3.5
2024-07-10,4.28,1383.42,12.85,2.27,3.5
2024-07-11,4.2,1370.85,12.92,2.25,3.5
2024-07-12,4.18,1374.9,12.46,2.24,3.5
2024-07-13,4.18,1374.9,12.46,2.24,3.5
2024-07-14,4.18,1374.9,12.46,2.24,3.5
2024-07-15,4.23,1382.97,13.12,2.27,3.5
2024-07-16,4.17,1384.99,13.19,2.26,3.5
2024-07-17,4.16,1380.61,14.48,2.26,3.5
2024-07-18,4.2,1383.85,15.93,2.31,3.5
2024-07-19,4.25,1389.29,16.52,2.32,3.5
2024-07-20,4.25,1389.29,16.52,2.32,3.5
2024-07-21,4.25,1389.29,16.52,2.32,3.5
2024-07-22,4.26,1388.71,14.91,2.3,3.5
2024-07-23,4.25,1385.78,14.72,2.29,3.5
2024-07-24,4.28,1379.4,18.04,2.28,3.5
2024-07-25,4.27,1380.57,18.46,2.28,3.5
2024-07-26,4.2,1383.11,16.39,2.27,3.5
2024-07-27,4.2,1383.11,16.39,2.27,3.5
2024-07-28,4.2,1383.11,16.39,2.27,3.5
2024-07-29,4.17,1381.93,16.6,2.25,3.5
2024-07-30,4.15,1384.98,17.69,2.25,3.5
2024-07-31,4.09,1369.29,16.36,2.24,3.5
2024-08-01,3.99,1368.5,18.59,2.2,3.5
2024-08-02,3.8,1359.38,23.39,2.04,3.5
2024-08-03,3.8,1359.38,23.39,2.04,3.5
2024-08-04,3.8,1359.38,23.39,2.04,3.5
2024-08-05,3.78,1367.68,38.57,2.07,3.5
2024-08-06,3.9,1377.4,27.71,2.12,3.5
2024-08-07,3.96,1374.98,27.85,2.11,3.5
2024-08-08,3.99,1376.94,23.79,2.12,3.5
2024-08-09,3.94,1363.71,20.37,2.1,3.5
2024-08-10,3.94,1363.71,20.37,2.1,3.5
2024-08-11,3.94,1363.71,20.37,2.1,3.5
2024-08-12,3.9,1369.87,20.71,2.11,3.5
2024-08-13,3.85,1367.28,18.12,2.09,3.5
2024-08-14,3.83,1355.35,16.19,2.06,3.5
2024-08-15,3.92,1363.21,15.23,2.12,3.5
2024-08-16,3.89,1354.34,14.8,2.08,3.5
2024-08-17,3.89,1354.34,14.8,2.08,3.5
2024-08-18,3.89,1354.34,14.8,2.08,3.5
2024-08-19,3.86,1334.21,14.65,2.07,3.5
2024-08-20,3.82,1331.78,15.88,2.07,3.5
2024-08-21,3.79,1333.74,16.27,2.07,3.5
2024-08-22,3.86,1343.23,17.55,2.1,3.5
2024-08-23,3.81,1327.56,15.86,2.13,3.5
2024-08-24,3.81,1327.56,15.86,2.13,3.5
2024-08-25,3.81,1327.56,15.86,2.13,3.5
2024-08-26,3.82,1328.53,16.15,2.15,3.5
2024-08-27,3.83,1330.9,15.43,2.15,3.5
2024-08-28,3.84,1335.15,17.11,2.15,3.5
2024-08-29,3.87,1332.02,15.65,2.16,3.5
2024-08-30,3.91,1336.0,15.0,2.15,3.5
2024-08-31,3.91,1336.0,15.0,2.15,3.5
2024-09-01,3.91,1336.0,15.0,2.15,3.5
2024-09-02,3.91,1336.0,15.55,2.15,3.5
2024-09-03,3.84,1339.79,20.72,2.11,3.5
2024-09-04,3.77,1336.93,21.32,2.07,3.5
2024-09-05,3.73,1335.14,19.9,2.03,3.5
2024-09-06,3.72,1335.68,22.38,2.03,3.5
2024-09-07,3.72,1335.68,22.38,2.03,3.5
2024-09-08,3.72,1335.68,22.38,2.03,3.5
2024-09-09,3.7,1342.16,19.45,2.04,3.5
2024-09-10,3.65,1343.41,19.08,2.02,3.5
2024-09-11,3.65,1340.59,17.69,2.04,3.5
2024-09-12,3.68,1341.35,17.07,2.05,3.5
2024-09-13,3.66,1329.26,16.56,2.08,3.5
2024-09-14,3.66,1329.26,16.56,2.08,3.5
2024-09-15,3.66,1329.26,16.56,2.08,3.5
2024-09-16,3.63,1320.59,17.14,2.09,3.5
2024-09-17,3.65,1323.81,17.61,2.12,3.5
2024-09-18,3.7,1324.15,18.23,2.12,3.5
2024-09-19,3.73,1329.08,16.33,2.17,3.5
2024-09-20,3.73,1333.66,16.15,2.15,3.5
2024-09-21,3.73,1333.66,16.15,2.15,3.5
2024-09-22,3.73,1333.66,16.15,2.15,3.5
2024-09-23,3.75,1334.12,15.89,2.17,3.5
2024-09-24,3.74,1330.0,15.39,2.19,3.5
2024-09-25,3.79,1335.1,15.41,2.18,3.5
2024-09-26,3.79,1314.78,15.37,2.16,3.5
2024-09-27,3.75,1309.43,16.96,2.15,3.5
2024-09-28,3.75,1309.43,16.96,2.15,3.5
2024-09-29,3.75,1309.43,16.96,2.15,3.5
2024-09-30,3.81,1314.94,16.73,2.18,3.5
2024-10-01,3.74,1323.78,19.26,2.19,3.25
2024-10-02,3.79,1321.53,18.9,2.21,3.25
2024-10-03,3.85,1335.58,20.49,2.21,3.25
2024-10-04,3.98,1348.74,19.21,2.23,3.25
2024-10-05,3.98,1348.74,19.21,2.23,3.25
2024-10-06,3.98,1348.74,19.21,2.23,3.25
2024-10-07,4.03,1343.75,22.64,2.27,3.25
2024-10-08,4.04,1346.49,21.42,2.27,3.25
2024-10-09,4.06,1346.04,20.86,2.29,3.25
2024-10-10,4.09,1350.77,20.93,2.33,3.25
2024-10-11,4.08,1350.71,20.46,2.33,3.25
2024-10-12,4.08,1350.71,20.46,2.33,3.25
2024-10-13,4.08,1350.71,20.46,2.33,3.25
2024-10-14,4.08,1350.71,19.7,2.33,3.25
2024-10-15,4.03,1365.17,20.64,2.28,3.25
2024-10-16,4.02,1363.76,19.58,2.27,3.25
2024-10-17,4.09,1371.08,19.11,2.3,3.25
2024-10-18,4.08,1369.65,18.03,2.31,3.25
2024-10-19,4.08,1369.65,18.03,2.31,3.25
2024-10-20,4.08,1369.65,18.03,2.31,3.25
2024-10-21,4.19,1379.14,18.37,2.31,3.25
2024-10-22,4.2,1379.22,18.2,2.33,3.25
2024-10-23,4.24,1381.61,19.24,2.31,3.25
2024-10-24,4.21,1382.11,19.08,2.3,3.25
2024-10-25,4.25,1389.24,20.33,2.29,3.25
2024-10-26,4.25,1389.24,20.33,2.29,3.25
2024-10-27,4.25,1389.24,20.33,2.29,3.25
2024-10-28,4.28,1385.57,19.8,2.29,3.25
2024-10-29,4.28,1382.2,19.34,2.3,3.25
2024-10-30,4.29,1378.41,20.35,2.34,3.25
2024-10-31,4.28,1377.57,23.16,2.33,3.25
2024-11-01,4.37,1376.95,21.88,2.33,3.0
2024-11-02,4.37,1376.95,21.88,2.33,3.0
2024-11-03,4.37,1376.95,21.88,2.33,3.0
2024-11-04,4.31,1375.17,21.98,2.28,3.0
2024-11-05,4.26,1380.26,20.49,2.27,3.0
2024-11-06,4.42,1399.98,16.27,2.38,3.0
2024-11-07,4.31,1384.66,15.2,2.33,3.0
2024-11-08,4.3,1396.69,14.94,2.35,3.0
2024-11-09,4.3,1396.69,14.94,2.35,3.0
2024-11-10,4.3,1396.69,14.94,2.35,3.0
2024-11-11,4.3,1396.69,14.97,2.35,3.0
2024-11-12,4.43,1408.28,14.71,2.35,3.0
2024-11-13,4.44,1404.24,14.02,2.35,3.0
2024-11-14,4.43,1402.77,14.31,2.33,3.0
2024-11-15,4.43,1397.42,16.14,2.33,3.0
2024-11-16,4.43,1397.42,16.14,2.33,3.0
2024-11-17,4.43,1397.42,16.14,2.33,3.0
2024-11-18,4.42,1394.28,15.58,2.34,3.0
2024-11-19,4.39,1392.83,16.35,2.34,3.0
2024-11-20,4.41,1399.51,17.16,2.35,3.0
2024-11-21,4.43,1401.0,16.87,2.34,3.0
2024-11-22,4.41,1405.49,15.24,2.34,3.0
2024-11-23,4.41,1405.49,15.24,2.34,3.0
2024-11-24,4.41,1405.49,15.24,2.34,3.0
2024-11-25,4.27,1401.03,14.6,2.29,3.0
2024-11-26,4.3,1396.69,14.1,2.28,3.0
2024-11-27,4.25,1391.14,14.1,2.26,3.0
